Incident Date,State,City Or County,Address,# Killed,# Injured,#Total
4-Nov-16,Pennsylvania,Philadelphia,5451 Springfield Ave,0,4,4
3-Nov-16,Illinois,Chicago,8000 block of S Shore Dr,2,2,4
3-Nov-16,New Jersey,Orange,234 Cleveland Street,2,2,4
2-Nov-16,Arkansas,Little Rock,2111 Bragg Street,1,4,5
1-Nov-16,Tennessee,Memphis,5200 block of Zodiac Rd,1,5,6
31-Oct-16,Louisiana,Shreveport,700 Block of W 68th St,0,4,4
30-Oct-16,Ohio,Toledo,742 Junction Ave,0,4,4
30-Oct-16,Maryland,Capitol Heights,6862 Walker Mill Rd,3,3,6
30-Oct-16,New York,New York (Manhattan),135 Ridge Street,0,4,4
30-Oct-16,New York,Newburgh,119 First Street,2,5,7
30-Oct-16,Texas,San Antonio,2900 block of Aspen Meadow,0,5,5
29-Oct-16,California,Los Angeles,1600 block of Century Boulevard,0,5,5
29-Oct-16,Ohio,Dayton,2010 Cornell Ridge Dr,1,3,4
29-Oct-16,California,Riverside,3500 block of Madison Street,0,4,4
28-Oct-16,Mississippi,Jackson,200 block of Lorenz Blvd,0,6,6
28-Oct-16,Florida,Miami Gardens,Northwest 173rd Terrace and 27th Avenue,0,4,4
27-Oct-16,Georgia,Jackson,600 block of Moccasin Gap Road,4,0,4
25-Oct-16,Ohio,Dayton,3300 block of Riverside Dr,1,3,4
25-Oct-16,Virginia,Roanoke,830 Campbell Avenue Southeast,2,3,5
23-Oct-16,Oklahoma,Wellston,Highway 66 and N 3310 Rd,1,5,6
22-Oct-16,California,Oakland,77th and Bancroft Avenues,0,7,7
18-Oct-16,California,San Francisco,325 La Grande Ave,0,4,4
17-Oct-16,Illinois,Chicago (Englewood),6700 block of South Winchester,1,4,5
15-Oct-16,Alabama,Mobile,1800 block of St Stephens Road,0,5,5
15-Oct-16,Illinois,Rockford,7801 East State St,1,5,6
15-Oct-16,California,Los Angeles,2918 Rimpau Blvd,4,11,15
14-Oct-16,Illinois,Chicago,3300 block of W Maypole Ave,1,6,7
13-Oct-16,Illinois,Chicago,2700 block of West Lexington,0,4,4
9-Oct-16,Michigan,Grand Rapids,1850 28th Street SE,1,8,9
9-Oct-16,California,Sacramento,1696 Arden Way,1,3,4
8-Oct-16,New York,Brooklyn,7301 3rd Ave,0,4,4
4-Oct-16,Louisiana,New Orleans,3727 Ulloa Street,3,2,5
3-Oct-16,Minnesota,Minneapolis,Fourth St and Hennepin Ave,0,4,4
2-Oct-16,Texas,San Antonio,2600 South Flores Street,1,4,5
1-Oct-16,Illinois,Pembroke Township,17250E Road,4,0,4
1-Oct-16,California,Fresno,3200 block of East Clay Avenue,0,4,4
29-Sep-16,California,San Francisco,400 block of Ellis St,1,3,4
26-Sep-16,North Carolina,Winston Salem (Winston-salem),100 block of 5 Royales Dr,0,4,4
26-Sep-16,Texas,Humble,21219 Grand Linden Ct,0,4,4
26-Sep-16,Texas,Houston,5450 Weslayan St,1,6,7
25-Sep-16,Illinois,Champaign,300 block of E. Green St,1,3,4
24-Sep-16,Maryland,Baltimore,Greenmount Ave and Preston St,0,8,8
23-Sep-16,Washington,Burlington,201 Cascade Mall Dr,5,0,5
18-Sep-16,Pennsylvania,Philadelphia,3001 Castor Avenue,0,4,4
18-Sep-16,Pennsylvania,Pittsburgh,1700 block of Brighton Pl,0,4,4
18-Sep-16,Virginia,Lynchburg,421 Rivermont Ave,1,3,4
17-Sep-16,District of Columbia,Washington,2600 block of Birney Pl SE,2,7,9
17-Sep-16,Florida,Miami,20582 SW 119th Ave,0,6,6
17-Sep-16,Florida,Orlando,3918 Columbia St,1,6,7
17-Sep-16,Indiana,Indianapolis,2016 West 76th Street,2,2,4
16-Sep-16,California,Los Angeles (Hollywood),555 N Heliotrope Dr,2,2,4
16-Sep-16,Pennsylvania,Philadelphia,5100 block of Sansom St,2,5,7
14-Sep-16,Texas,Humble,16000 block of Saybrook,1,3,4
13-Sep-16,Indiana,Fort Wayne,1723 E Wayne St,3,2,5
11-Sep-16,Louisiana,New Orleans,2349 S Claiborne Ave,1,5,6
11-Sep-16,Missouri,Kansas City,500 block of Westport Rd,0,6,6
11-Sep-16,Michigan,Saginaw,2207 Pierce Road,0,5,5
11-Sep-16,North Carolina,New Bern,1100 block of Highway 70,0,5,5
11-Sep-16,Indiana,Fort Wayne,3006 Holton Avenue,3,1,4
11-Sep-16,New Jersey,Jersey City,87 Van Wagenen Ave,1,3,4
10-Sep-16,Florida,Miami,3451 Northwest 36 Street,1,3,4
8-Sep-16,Texas,Del Valle,8330 Linden Rd,4,0,4
8-Sep-16,Arkansas,Hot Springs National Park (Hot Springs),300 block of Lacey St,1,4,5
5-Sep-16,Illinois,Chicago,2700 block of W Lexington Ave,2,3,5
5-Sep-16,Pennsylvania,Reading,600 block of Moss Street,0,4,4
4-Sep-16,Virginia,Roanoke,1020 Orange Ave NE,1,10,11
3-Sep-16,North Carolina,Wilmington,600 block of North 30th St,1,3,4
3-Sep-16,Illinois,Chicago,100 block of North Seeley Avenue,0,4,4
30-Aug-16,Georgia,Atlanta,400 Merritts Avenue NE,0,4,4
30-Aug-16,Illinois,Chicago (Englewood),6800 block of South Ashland,0,4,4
29-Aug-16,New Jersey,Egg Harbor City,907 White Horse Pike,1,5,6
28-Aug-16,Texas,Lubbock,2200 block of 17th St,0,6,6
28-Aug-16,New York,Bronx,514 E 156th St,0,4,4
28-Aug-16,Missouri,Saint Louis,S Grand Blvd and Montana St,2,2,4
28-Aug-16,Alabama,Dadeville,512 E Columbus St,0,5,5
27-Aug-16,Alabama,Bessemer (Brighton),3810 7th Ave,1,6,7
27-Aug-16,Florida,Miami,1900 block of NW 83rd Terr,2,4,6
25-Aug-16,New Jersey,Bridgeton,Marion Street,0,5,5
21-Aug-16,Massachusetts,Boston,Westview and Stratton Street,0,4,4
21-Aug-16,Connecticut,Bridgeport,19 Plymouth St,0,13,13
20-Aug-16,Connecticut,Hamden,903 Dixwell Ave,0,4,4
20-Aug-16,Washington,Tacoma,900 block of Pacific Avenue,0,5,5
20-Aug-16,Alabama,Citronelle,Jim Platt Road,5,0,5
18-Aug-16,Connecticut,Waterbury,402 E Main Street,0,4,4
17-Aug-16,California,Oakland,Mandela Parkway,0,4,4
